FROM,TO,DAY,DAYS,TYPE,Title_gsheets,NOTES,COLOR_CATEGORY,Date,Title_wiki,Year,Game Wiki Link,Source Links,mc_title,mc_slug,mc_releaseDate,mc_criticScore,mc_rating,mc_platforms
2020-07-30 00:00:00,2020-08-06 00:00:00,Thursday,7,,Superbrothers: Sword & Sworcery EP,,FFD0E0E3,,,,,,Superbrothers: Sword & Sworcery EP,superbrothers-sword-and-sworcery-ep,2011-03-24,86.0,,"iOS (iPhone/iPad), PC, Nintendo Switch"
2020-07-23 00:00:00,2020-07-30 00:00:00,Thursday,7,,Next Up Hero,,FFD0E0E3,,,,,,Next Up Hero,next-up-hero,2018-08-16,0.0,E,"Nintendo Switch, PC, PlayStation 4, Xbox One"
2020-07-23 00:00:00,2020-07-30 00:00:00,Thursday,7,,Tacoma,,FFD0E0E3,23-30 July 2020,Tacoma,2020.0,https://ru.wikipedia.org/wiki/Tacoma,https://dtf.ru/sale/176252-v-epic-games-store-nachalas-letnyaya-rasprodazha,Tacoma,tacoma,2017-08-01,76.0,,"PC, Xbox One, PlayStation 4"
2020-07-16 00:00:00,2020-07-23 00:00:00,Thursday,7,,Torchlight II,,FFD0E0E3,16-23 July 2020,Torchlight II,2020.0,https://ru.wikipedia.org/wiki/Torchlight_II,https://www.igromania.ru/news/95806/Epic_Games_Store_zabirayte_Torchlight_II_i_gotovtes_k_Next_Up_Hero_i_Tacoma.html,Torchlight II,torchlight-ii,2012-09-20,88.0,,"PC, Nintendo Switch, Xbox One, PlayStation 4"
2020-07-16 00:00:00,2020-07-23 00:00:00,Thursday,7,,Torchlight II,,FFD0E0E3,30 December 2020,Torchlight II,2020.0,https://ru.wikipedia.org/wiki/Torchlight_II,https://www.igromania.ru/news/101196/Torchlight_II_daryat_v_Epic_Games_Store_do_31_dekabrya.html,Torchlight II,torchlight-ii,2012-09-20,88.0,,"PC, Nintendo Switch, Xbox One, PlayStation 4"
2020-07-09 00:00:00,2020-07-16 00:00:00,Thursday,7,,Killing Floor 2,,FFD0E0E3,7-14 July 2022,Killing Floor 2,2022.0,https://ru.wikipedia.org/wiki/Killing_Floor_2,https://dtf.ru/sale/1260194-v-epic-games-store-nachalas-razdacha-ancient-enemy-i-killing-floor-2,Killing Floor 2,killing-floor-2,2016-11-16,75.0,M,"PlayStation 4, PC, Xbox One"
2020-07-09 00:00:00,2020-07-16 00:00:00,Thursday,7,,Lifeless Planet: Premier Edition,,FFD0E0E3,,,,,,Lifeless Planet,lifeless-planet,2014-06-06,59.0,,"PC, Xbox One, PlayStation 4, Nintendo Switch"
2020-07-09 00:00:00,2020-07-16 00:00:00,Thursday,7,,The Escapists 2,,FFD0E0E3,9-16 July 2020,The Escapists 2,2020.0,https://ru.wikipedia.org/wiki/The_Escapists_2,https://www.igromania.ru/news/95567/V_Epic_Games_Store_razdayut_srazu_tri_igry_vklyuchaya_Killing_Floor_2.html,The Escapists 2,the-escapists-2,2017-08-22,75.0,T,"PlayStation 4, Nintendo Switch, PC, Xbox One, iOS (iPhone/iPad)"
2020-07-02 00:00:00,2020-07-09 00:00:00,Thursday,7,,Hue,,FFD0E0E3,2-9 July 2020,Hue,2020.0,https://ru.wikipedia.org/w/index.php?title=Hue_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://dtf.ru/sale/164163-v-epic-games-store-nachalas-razdacha-hue,Hue,hue,2016-08-30,77.0,E,"PlayStation 4, PC, Xbox One, PlayStation Vita, Nintendo Switch, iOS (iPhone/iPad)"
2020-06-25 00:00:00,2020-07-02 00:00:00,Thursday,7,,Aer: Memories of Old,,FFD0E0E3,25 June - 2 July 2020,AER: Memories of Old,2020.0,https://ru.wikipedia.org/w/index.php?title=AER:_Memories_of_Old&action=edit&redlink=1,https://www.igromania.ru/news/95127/Conan_Exiles_i_Hue_stali_sleduyuschimi_besplatnymi_igrami_v_Epic_Games_Store.html,AER: Memories of Old,aer-memories-of-old,2017-10-25,69.0,E10+,"PC, PlayStation 4, Xbox One, Nintendo Switch"
2020-06-25 00:00:00,2020-07-02 00:00:00,Thursday,7,,Stranger Things 3: The Game,,FFD0E0E3,,,,,,Stranger Things 3: The Game,stranger-things-3-the-game,2019-07-04,53.0,T,"Nintendo Switch, PC, Xbox One, PlayStation 4, iOS (iPhone/iPad)"
2020-06-18 00:00:00,2020-06-25 00:00:00,Thursday,7,,Pathway,,FFD0E0E3,18-25 June 2020,Pathway,2020.0,https://ru.wikipedia.org/w/index.php?title=Pathway_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://www.igromania.ru/news/94892/Pathway_AER_i_Stranger_Things_3_svezhie_besplatnye_igry_v_Epic_Games_Store.html,Pathway,pathway,2019-04-11,68.0,,"PC, Nintendo Switch"
2020-06-11 00:00:00,2020-06-18 00:00:00,Thursday,7,,Ark: Survival Evolved,,FFD0E0E3,11-18 June 2020,Ark: Survival Evolved,2020.0,https://ru.wikipedia.org/wiki/Ark:_Survival_Evolved,https://dtf.ru/sale/146684-v-epic-games-store-nachalas-razdacha-ark-survival-evolved,ARK: Survival Evolved,ark-survival-evolved,2017-08-27,70.0,T,"PC, Xbox One, PlayStation 4, iOS (iPhone/iPad), Nintendo Switch"
2020-06-11 00:00:00,2020-06-18 00:00:00,Thursday,7,,Ark: Survival Evolved,,FFD0E0E3,22-29 September 2022,Ark: Survival Evolved,2022.0,https://ru.wikipedia.org/wiki/Ark:_Survival_Evolved,https://www.igromania.ru/news/119453/V_EGS_besplatno_razdayut_Gloomhaven_i_ARK_Survival_Evolved.html,ARK: Survival Evolved,ark-survival-evolved,2017-08-27,70.0,T,"PC, Xbox One, PlayStation 4, iOS (iPhone/iPad), Nintendo Switch"
2020-06-11 00:00:00,2020-06-18 00:00:00,Thursday,7,,Samurai Shodown Neogeo Collection,,FFD0E0E3,,,,,,Samurai Shodown NeoGeo Collection,samurai-shodown-neogeo-collection,2020-07-28,76.0,T,"Nintendo Switch, PC, PlayStation 4, Xbox One"
2020-06-04 00:00:00,2020-06-11 00:00:00,Thursday,7,dupe,Overcooked,,FFD0E0E3,4-11 July 2019,Overcooked,2019.0,https://ru.wikipedia.org/w/index.php?title=Overcooked&action=edit&redlink=1,https://dtf.ru/sale/143495-v-epic-games-store-nachalas-razdacha-overcooked,Overcooked!,overcooked,2016-08-02,78.0,E,"PlayStation 4, PC, Xbox One, Nintendo Switch"
2020-06-04 00:00:00,2020-06-11 00:00:00,Thursday,7,dupe,Overcooked,,FFD0E0E3,4-11 June 2020,Overcooked,2020.0,https://ru.wikipedia.org/w/index.php?title=Overcooked&action=edit&redlink=1,https://www.igromania.ru/news/94415/Overcooked-novaya_besplatnaya_igra_v_Epic_Games_Store.html,Overcooked!,overcooked,2016-08-02,78.0,E,"PlayStation 4, PC, Xbox One, Nintendo Switch"
2020-05-28 00:00:00,2021-05-28 00:00:00,Thursday,365,other,Sludge Life,,FFFFF2CC,,,,,,Sludge Life,sludge-life,2020-04-08,73.0,M,"PC, Nintendo Switch"
2020-05-28 00:00:00,2020-06-04 00:00:00,Thursday,7,,Borderlands: The Handsome Collection,Borderlands 2,FFB6D7A8,28 May - 4 June 2020,Borderlands: The Handsome Collection,2020.0,https://ru.wikipedia.org/w/index.php?title=Borderlands:_The_Handsome_Collection&action=edit&redlink=1,https://3dnews.ru/1012079/epic-games-opyat-ranshe-vremeni-anonsirovala-novuyu-razdachu-segodnya-besplatnoy-stanet-borderlands-the-handsome-collection,Borderlands: The Handsome Collection,borderlands-the-handsome-collection,2015-03-24,82.0,M,"PlayStation 4, Xbox One, PC, Nintendo Switch"
2020-05-28 00:00:00,2020-06-04 00:00:00,Thursday,7,,Borderlands: The Pre-Sequel,Borderlands: The Pre-Sequel,FFB6D7A8,28 May - 4 June 2020,Borderlands: The Pre-Sequel!,2020.0,https://ru.wikipedia.org/w/index.php?title=Borderlands:_The_Handsome_Collection&action=edit&redlink=1,https://3dnews.ru/1012079/epic-games-opyat-ranshe-vremeni-anonsirovala-novuyu-razdachu-segodnya-besplatnoy-stanet-borderlands-the-handsome-collection,Borderlands: The Pre-Sequel,borderlands-the-pre-sequel,2014-10-13,75.0,M,"PC, Xbox 360, PlayStation 3"
2020-05-21 00:00:00,2020-05-28 00:00:00,Thursday,7,,Sid Meier's Civilization VI,,FFB6D7A8,,,,,,Sid Meier's Civilization VI,sid-meiers-civilization-vi,2016-10-20,88.0,E10+,"PC, iOS (iPhone/iPad), Nintendo Switch, PlayStation 4, Xbox One"
2020-05-14 00:00:00,2020-05-21 00:00:00,Thursday,7,,Grand Theft Auto V,,FFB6D7A8,14-21 May 2020,Grand Theft Auto V,2020.0,https://ru.wikipedia.org/wiki/Grand_Theft_Auto_V,https://www.igromania.ru/news/93693/Grand_Theft_Auto_V_segodnya_stanet_besplatnoy_v_Epic_Games_Store.html,Grand Theft Auto V,grand-theft-auto-v,2014-11-18,97.0,M,"PlayStation 4, PlayStation 3, Xbox 360, Xbox One, PC, PlayStation 5, Xbox Series X"
2020-05-07 00:00:00,2020-05-14 00:00:00,Thursday,7,,Death Coming,,FFD0E0E3,7-14 May 2020,Death Coming,2020.0,https://ru.wikipedia.org/w/index.php?title=Death_Coming&action=edit&redlink=1,https://www.igromania.ru/news/93493/Epic_Games_obeschaet_cherez_nedelyu_razdachu_zagadochnoy_igry.html,Death Coming (2017),death-coming-2017,2018-03-14,75.0,,"iOS (iPhone/iPad), PC, PlayStation 4, Nintendo Switch"
2020-04-30 00:00:00,2020-05-07 00:00:00,Thursday,7,,Amnesia: The Dark Descent,,FFD0E0E3,30 April - 7 May 2020,Amnesia: The Dark Descent,2020.0,https://ru.wikipedia.org/wiki/Amnesia:_The_Dark_Descent,https://dtf.ru/sale/130757-v-epic-games-store-nachalas-razdacha-crashlands-i-amnesia-the-dark-descent,Amnesia: The Dark Descent,amnesia-the-dark-descent,2010-09-08,85.0,M,PC
2020-04-30 00:00:00,2020-05-07 00:00:00,Thursday,7,,Crashlands,,FFD0E0E3,,,,,,Crashlands,crashlands,2016-01-21,78.0,,"PC, iOS (iPhone/iPad), Nintendo Switch, Xbox One"
2020-04-23 00:00:00,2020-04-30 00:00:00,Thursday,7,,For The King,,FFD0E0E3,23-30 April 2020,For the King,2020.0,https://ru.wikipedia.org/w/index.php?title=For_the_King&action=edit&redlink=1,https://www.igromania.ru/news/93051/Besplatnye_igry_v_Epic_Games_Store_For_the_King_Amnesia_i_Crashlands.html,For the King,for-the-king,2018-04-19,79.0,T,"PC, Xbox One, Nintendo Switch, PlayStation 4"
2020-04-23 00:00:00,2020-04-30 00:00:00,Thursday,7,,For The King,,FFD0E0E3,4-11 February 2021,For the King,2021.0,https://ru.wikipedia.org/w/index.php?title=For_the_King&action=edit&redlink=1,https://www.igromania.ru/news/102089/V_Epic_Games_Store_besplatno_otdayut_For_The_King_iMetro_Last_Light_Redux.html,For the King,for-the-king,2018-04-19,79.0,T,"PC, Xbox One, Nintendo Switch, PlayStation 4"
2020-04-16 00:00:00,2020-04-23 00:00:00,Thursday,7,,Just Cause 4,,FFD0E0E3,16-23 April 2020,Just Cause 4,2020.0,https://ru.wikipedia.org/wiki/Just_Cause_4,https://dtf.ru/sale/125543-v-epic-games-store-nachalas-razdacha-just-cause-4-i-wheels-of-aurelia,Just Cause 4,just-cause-4,2018-12-04,68.0,M,"PC, Xbox One, PlayStation 4"
2020-04-16 00:00:00,2020-04-23 00:00:00,Thursday,7,,Wheels of Aurelia,,FFD0E0E3,,,,,,Wheels of Aurelia,wheels-of-aurelia,2016-09-20,63.0,,"PC, PlayStation 4, Xbox One, iOS (iPhone/iPad), Nintendo Switch"
2020-04-09 00:00:00,2020-04-16 00:00:00,Thursday,7,,Close to the Sun,,FFD0E0E3,,,,,,Close To The Sun,close-to-the-sun,2019-05-02,66.0,M,"PC, PlayStation 4, Xbox One, Nintendo Switch"
2020-04-09 00:00:00,2020-04-16 00:00:00,Thursday,7,,Sherlock Holmes: Crimes and Punishments,,FFD0E0E3,,,,,,Sherlock Holmes: Crimes & Punishments,crimes-and-punishments,2014-09-30,73.0,M,"PlayStation 4, PC, PlayStation 3, Xbox 360, Xbox One, Nintendo Switch"
2020-04-02 00:00:00,2020-04-09 00:00:00,Thursday,7,,Gone Home,,FFD0E0E3,,,,,,Gone Home,gone-home,2013-08-15,86.0,,"PC, PlayStation 3, Xbox 360, Wii U, PlayStation 4, Xbox One, Nintendo Switch, iOS (iPhone/iPad)"
2020-04-02 00:00:00,2020-04-09 00:00:00,Thursday,7,,Hob,,FFD0E0E3,,,,,,Hob,hob,2017-09-26,76.0,,"PC, PlayStation 4, Nintendo Switch"
2020-04-01 00:00:00,2020-04-08 00:00:00,Wednesday,7,other,Totally Reliable Delivery Service,,FFFFF2CC,1-8 April 2020,Totally Reliable Delivery Service,2020.0,https://ru.wikipedia.org/w/index.php?title=Totally_Reliable_Delivery_Service&action=edit&redlink=1,https://dtf.ru/sale/119488-v-epic-games-store-nachalas-razdacha-totally-reliable-delivery-service-igra-stala-besplatnoy-v-den-vyhoda,Totally Reliable Delivery Service,totally-reliable-delivery-service,2021-04-01,64.0,,"PC, Nintendo Switch, PlayStation 4, Xbox One, iOS (iPhone/iPad), Xbox Series X, PlayStation 5"
2020-03-27 00:00:00,2020-04-09 00:00:00,Friday,13,other,Drawful 2,,FFFFF2CC,2-9 April 2020,Drawful 2,2020.0,https://ru.wikipedia.org/w/index.php?title=Drawful_2&action=edit&redlink=1,https://www.igromania.ru/news/92342/Hob_i_Gone_Home_teper_razdayut_v_Epic_Games_Store.html,Drawful 2,drawful-2,2016-06-21,75.0,T,"Xbox One, PlayStation 4, PC, Nintendo Switch"
2020-03-26 00:00:00,2020-04-02 00:00:00,Thursday,7,,Figment,,FFD0E0E3,26 March - 2 April 2020,Figment,2020.0,https://ru.wikipedia.org/w/index.php?title=Figment&action=edit&redlink=1,https://www.cybersport.ru/games/news/v-epic-games-store-nachalas-razdacha-world-war-z-i-dvukh-indi-igr,Figment,figment,2018-06-28,75.0,E10+,"Nintendo Switch, Xbox One, PC, PlayStation 4, iOS (iPhone/iPad), Xbox Series X"
2020-03-26 00:00:00,2020-04-02 00:00:00,Thursday,7,,Tormentor❌Punisher,,FFD0E0E3,,,,,,Tormentor X Punisher,tormentor-x-punisher,2017-06-02,0.0,,PC
2020-03-26 00:00:00,2020-04-02 00:00:00,Thursday,7,,World War Z,,FFD0E0E3,,,,,,World War Z,world-war-z,2019-04-16,67.0,M,"PlayStation 4, PC, Xbox One, Nintendo Switch"
2020-03-19 00:00:00,2020-03-26 00:00:00,Thursday,7,,The Stanley Parable,,FFD0E0E3,,,,,,The Stanley Parable,the-stanley-parable,2013-10-17,88.0,,PC
2020-03-19 00:00:00,2020-03-26 00:00:00,Thursday,7,,Watch_Dogs,,FFD0E0E3,,,,,,Watch Dogs,watch-dogs,2014-05-27,80.0,M,"PlayStation 4, PlayStation 3, Xbox 360, PC, Wii U, Xbox One"
2020-03-12 00:00:00,2020-03-19 00:00:00,Thursday,7,,A Short Hike,,FFD0E0E3,,,,,,A Short Hike,a-short-hike,2020-08-18,88.0,E,"Nintendo Switch, PC, PlayStation 4, Xbox One"
2020-03-12 00:00:00,2020-03-19 00:00:00,Thursday,7,,Anodyne 2: Return to Dust,,FFD0E0E3,,,,,,Anodyne 2: Return to Dust,anodyne-2-return-to-dust,2021-02-18,77.0,E10+,"Nintendo Switch, PC, PlayStation 5, Xbox Series X, Xbox One, PlayStation 4"
2020-03-12 00:00:00,2020-03-19 00:00:00,Thursday,7,,Mutazione,,FFD0E0E3,,,,,,Mutazione,mutazione,2019-09-19,76.0,T,"PlayStation 4, PC, iOS (iPhone/iPad), Nintendo Switch, Xbox One"
2020-03-05 00:00:00,2020-03-12 00:00:00,Thursday,7,,GoNNER,,FFD0E0E3,,,,,,GoNNER,gonner,2017-06-29,79.0,E10+,"Nintendo Switch, PC, PlayStation 4, Xbox One"
2020-03-05 00:00:00,2020-03-12 00:00:00,Thursday,7,,Offworld Trading Company,,FFD0E0E3,5-12 March 2020,Offworld Trading Company,2020.0,https://ru.wikipedia.org/wiki/Offworld_Trading_Company,https://dtf.ru/sale/109678-v-epic-games-store-nachalas-razdacha-gonner-i-offworld-trading-company,Offworld Trading Company,offworld-trading-company,2016-04-28,78.0,,PC
2020-03-05 00:00:00,2020-03-12 00:00:00,Thursday,7,,Offworld Trading Company,,FFD0E0E3,15-22 July 2021,Offworld Trading Company,2021.0,https://ru.wikipedia.org/wiki/Offworld_Trading_Company,https://dtf.ru/sale/797592-v-epic-games-store-nachalas-razdacha-offworld-trading-company-i-obduction,Offworld Trading Company,offworld-trading-company,2016-04-28,78.0,,PC
2020-02-27 00:00:00,2020-03-05 00:00:00,Thursday,7,,InnerSpace,,FFD0E0E3,27 February - 5 March 2020,InnerSpace,2020.0,https://ru.wikipedia.org/wiki/InnerSpace,https://www.igromania.ru/news/91170/GoNNER_i_Offworld_Trading_Company_razdadut_v_Epic_Games_Store.html,InnerSpace,innerspace,2018-01-16,63.0,E,"Nintendo Switch, PC, PlayStation 4, Xbox One"
2020-02-20 00:00:00,2020-02-27 00:00:00,Thursday,7,,Assassin's Creed: Syndicate,,FFD0E0E3,20-27 February 2020,Assassin's Creed Syndicate,2020.0,https://ru.wikipedia.org/wiki/Assassin%E2%80%99s_Creed_Syndicate,https://dtf.ru/sale/105038-v-epic-games-store-nachalas-razdacha-assassin-s-creed-syndicate-i-faeria,Assassin's Creed Syndicate,assassins-creed-syndicate,2015-10-23,76.0,M,"PlayStation 4, Xbox One, PC"
2020-02-20 00:00:00,2020-02-27 00:00:00,Thursday,7,,Faeria,,FFD0E0E3,,,,,,Faeria,faeria,2020-08-13,80.0,,"Nintendo Switch, PC, Xbox One, PlayStation 4"
2020-02-13 00:00:00,2020-02-20 00:00:00,Thursday,7,,Aztez,,FFD0E0E3,,,,,,Aztez,aztez,2017-08-01,81.0,,"PC, PlayStation 4, PlayStation Vita, Xbox One, Wii U, Nintendo Switch"
2020-02-13 00:00:00,2020-02-20 00:00:00,Thursday,7,,Kingdom Come: Deliverance,,FFD0E0E3,13-20 February 2020,Kingdom Come: Deliverance,2020.0,https://ru.wikipedia.org/wiki/Kingdom_Come:_Deliverance,https://www.igromania.ru/news/90414/Kingdom_Come_Deliverance_stala_sleduyuschey_besplatnoy_igroy_Epic_Games_Store.html,Kingdom Come: Deliverance,kingdom-come-deliverance,2018-02-13,76.0,M,"PC, PlayStation 4, Xbox One"
2020-02-13 00:00:00,2020-02-20 00:00:00,Thursday,7,,Kingdom Come: Deliverance,,FFD0E0E3,1 January 2025,Kingdom Come: Deliverance,2025.0,https://ru.wikipedia.org/wiki/Kingdom_Come:_Deliverance,https://dtf.ru/games/3344914-v-egs-nachalas-razdacha-kingdom-come-deliverance,Kingdom Come: Deliverance,kingdom-come-deliverance,2018-02-13,76.0,M,"PC, PlayStation 4, Xbox One"
2020-02-06 00:00:00,2020-02-13 00:00:00,Thursday,7,,Carcassonne,,FFD0E0E3,,,,,,Carcassonne,carcassonne,2007-06-27,79.0,E,"Xbox 360, DS, PC"
2020-02-06 00:00:00,2020-02-13 00:00:00,Thursday,7,,Ticket to Ride,,FFD0E0E3,6-13 February 2020,Ticket to Ride,2020.0,https://ru.wikipedia.org/w/index.php?title=Ticket_to_Ride_(%D0%BA%D0%BE%D0%BC%D0%BF%D1%8C%D1%8E%D1%82%D0%B5%D1%80%D0%BD%D0%B0%D1%8F_%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://www.rockpapershotgun.com/free-board-games-on-epic-store,Ticket to Ride,ticket-to-ride,2024-08-08,0.0,,"Nintendo Switch, PC, iOS (iPhone/iPad), Xbox Series X"
2020-01-30 00:00:00,2020-02-06 00:00:00,Thursday,7,,Farming Simulator 19,,FFD0E0E3,30 January - 6 February 2020,Farming Simulator 19,2020.0,https://ru.wikipedia.org/w/index.php?title=Farming_Simulator_19&action=edit&redlink=1,https://www.igromania.ru/news/90174/V_Epic_Games_Store_do_6_fevralya_besplatno_razdayut_Farming_Simulator_19.html,Farming Simulator 19,farming-simulator-19,2018-11-19,73.0,E,"PC, PlayStation 4, Xbox One"
2020-01-23 00:00:00,2020-01-30 00:00:00,Thursday,7,,The Bridge,,FFD0E0E3,23-30 January 2020,The Bridge,2020.0,https://ru.wikipedia.org/w/index.php?title=The_Bridge_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://dtf.ru/sale/96164-v-epic-games-store-nachalas-razdacha-the-bridge-posle-nee-besplatnoy-stanet-farming-simulator-19,The Bridge,the-bridge,2018-03-23,,,PC
2020-01-16 00:00:00,2020-01-23 00:00:00,Thursday,7,,Horace,,FFD0E0E3,16-23 January 2020,Horace,2020.0,https://ru.wikipedia.org/w/index.php?title=Horace_(%D0%B8%D0%B3%D1%80%D0%B0)&action=edit&redlink=1,https://www.igromania.ru/news/89728/V_Epic_Games_Store_startovala_razdacha_syuzhetnogo_platformera_Horace.html,Horace,horace,2020-10-21,82.0,T,"Nintendo Switch, PC, PlayStation 4, Xbox One"
2020-01-09 00:00:00,2020-01-16 00:00:00,Thursday,7,,Sundered: Eldritch Edition,,FFD0E0E3,9-16 January 2020,Sundered: Eldritch Edition,2020.0,https://ru.wikipedia.org/wiki/Sundered,https://www.igromania.ru/news/89526/V_techenie_nedeli_Sundered_besplatno_razdayut_v_Epic_Games_Store.html,Eldritch Horror: Digital Edition,eldritch-horror-digital-edition,TBA,,,PC
2020-01-01 00:00:00,2020-01-09 00:00:00,Wednesday,8,,Darksiders Fury's Collection,Darksiders: Warmastered Edition,FFD0E0E3,,,,,,Darksiders II,darksiders-ii,2012-08-14,83.0,M,"Xbox 360, PlayStation 3, PC, Wii U"
2020-01-01 00:00:00,2020-01-09 00:00:00,Wednesday,8,,Darksiders II: Deathinitive Edition,Darksiders II: Deathinitive Edition,FFD0E0E3,,,,,,Darksiders II: Deathinitive Edition,darksiders-ii-deathinitive-edition,2015-10-30,72.0,M,"PlayStation 4, Xbox One, PC, Nintendo Switch, PlayStation 5, Xbox Series X"
2020-01-01 00:00:00,2020-01-09 00:00:00,Wednesday,8,,Steep,,FFD0E0E3,1-9 January 2020,Steep,2020.0,https://ru.wikipedia.org/wiki/Steep,https://dtf.ru/sale/90818-v-epic-games-store-nachalas-razdacha-darksiders-2-i-steep,Steep,steep,2016-11-29,71.0,T,"PlayStation 4, Xbox One, PC, Nintendo Switch"
2019-12-31 00:00:00,2020-01-01 00:00:00,Tuesday,1,,Yooka-Laylee and the Impossible Lair,,FFB6D7A8,31 December 2019,Yooka-Laylee and the Impossible Lair,2019.0,https://ru.wikipedia.org/wiki/Yooka-Laylee_and_the_Impossible_Lair,https://dtf.ru/sale/90652-v-epic-games-store-nachalas-razdacha-yooka-laylee-and-the-impossible-lair,Yooka-Laylee and the Impossible Lair,yooka-laylee-and-the-impossible-lair,2019-10-08,82.0,E,"PlayStation 4, Xbox One, Nintendo Switch, PC"
2019-12-31 00:00:00,2020-01-01 00:00:00,Tuesday,1,,Yooka-Laylee and the Impossible Lair,,FFB6D7A8,3-10 February 2022,Yooka-Laylee and the Impossible Lair,2022.0,https://ru.wikipedia.org/wiki/Yooka-Laylee_and_the_Impossible_Lair,https://dtf.ru/sale/1063683-v-epic-games-store-nachalas-razdacha-platformera-yooka-laylee-and-the-impossible-lair-ot-avtorov-donkey-kong-country,Yooka-Laylee and the Impossible Lair,yooka-laylee-and-the-impossible-lair,2019-10-08,82.0,E,"PlayStation 4, Xbox One, Nintendo Switch, PC"
2019-12-30 00:00:00,2019-12-31 00:00:00,Monday,1,,Hello Neighbor,,FFB6D7A8,30 December 2019,Hello Neighbor,2019.0,https://ru.wikipedia.org/wiki/Hello_Neighbor,https://dtf.ru/sale/90397-v-epic-games-store-nachalas-razdacha-hello-neighbor,Hello Neighbor,hello-neighbor,2017-12-08,38.0,E10+,"PC, Xbox One, Nintendo Switch, PlayStation 4, iOS (iPhone/iPad), PlayStation 5"
2019-12-29 00:00:00,2019-12-30 00:00:00,Sunday,1,,The Talos Principle,,FFB6D7A8,29 December 2019,The Talos Principle,2019.0,https://ru.wikipedia.org/wiki/The_Talos_Principle,https://dtf.ru/sale/90205-v-epic-games-store-nachalas-razdacha-the-talos-principle,The Talos Principle,the-talos-principle,2014-12-11,85.0,T,"PC, iOS (iPhone/iPad)"
2019-12-28 00:00:00,2019-12-29 00:00:00,Saturday,1,,Shadow Tactics: Blades of the Shogun,,FFB6D7A8,28 December 2019,Shadow Tactics: Blades of the Shogun,2019.0,https://ru.wikipedia.org/wiki/Shadow_Tactics:_Blades_of_the_Shogun,https://dtf.ru/sale/89979-v-epic-games-store-nachalas-razdacha-shadow-tactics-blades-of-the-shogun,Shadow Tactics: Blades of the Shogun,shadow-tactics-blades-of-the-shogun,2016-12-06,85.0,M,"PC, PlayStation 4, Xbox One, PlayStation 5, Nintendo Switch 2"
2019-12-27 00:00:00,2019-12-28 00:00:00,Friday,1,dupe,Hyper Light Drifter,,FFB6D7A8,27 December 2019,Hyper Light Drifter,2019.0,https://ru.wikipedia.org/wiki/Hyper_Light_Drifter,https://dtf.ru/sale/89814-v-epic-games-store-nachalas-razdacha-hyper-light-drifter,Hyper Light Drifter,hyper-light-drifter,2016-03-31,84.0,T,"PC, PlayStation 4, PlayStation Vita, Wii U, Xbox One, Nintendo Switch, iOS (iPhone/iPad)"
2019-12-26 00:00:00,2019-12-27 00:00:00,Thursday,1,,FTL: Faster Than Light,,FFB6D7A8,26 December 2019,FTL: Faster Than Light,2019.0,https://ru.wikipedia.org/wiki/FTL:_Faster_Than_Light,https://dtf.ru/sale/89635-v-epic-games-store-nachalas-razdacha-ftl-faster-than-light,FTL: Faster Than Light,ftl-faster-than-light,2012-09-14,84.0,E10+,"PC, iOS (iPhone/iPad)"
2019-12-25 00:00:00,2019-12-26 00:00:00,Wednesday,1,,Totally Accurate Battle Simulator,,FFB6D7A8,25 December 2019,Totally Accurate Battle Simulator,2019.0,https://ru.wikipedia.org/wiki/Totally_Accurate_Battle_Simulator,https://dtf.ru/sale/89423-v-epic-games-store-nachalas-razdacha-totally-accurate-battle-simulator,Totally Accurate Battle Simulator,totally-accurate-battle-simulator,2019-12-17,0.0,,"PC, Xbox One, Nintendo Switch, PlayStation 4, PlayStation 5"
2019-12-24 00:00:00,2019-12-25 00:00:00,Tuesday,1,dupe,Celeste,,FFB6D7A8,24 December 2019,Celeste,2019.0,https://ru.wikipedia.org/wiki/Celeste_(%D0%B8%D0%B3%D1%80%D0%B0),https://dtf.ru/sale/88843-v-epic-games-store-nachalas-razdacha-celeste,Celeste,celeste,2018-01-25,92.0,E10+,"Nintendo Switch, PlayStation 4, PC, Xbox One"
2019-12-23 00:00:00,2019-12-24 00:00:00,Monday,1,,APE OUT,,FFB6D7A8,23 December 2019,Ape Out,2019.0,https://ru.wikipedia.org/w/index.php?title=Ape_Out&action=edit&redlink=1,https://dtf.ru/sale/89035-v-epic-games-store-nachalas-razdacha-ape-out,Ape Out,ape-out,2019-02-28,83.0,,"PC, Nintendo Switch, Xbox One"
2019-12-22 00:00:00,2019-12-23 00:00:00,Sunday,1,,Little Inferno,,FFB6D7A8,22 December 2019,Little Inferno,2019.0,https://ru.wikipedia.org/wiki/Little_Inferno,https://dtf.ru/sale/88849-v-epic-games-store-nachalas-razdacha-golovolomki-little-inferno-ot-avtorov-world-of-goo,Little Inferno,little-inferno,2012-11-18,79.0,T,"Wii U, PC, iOS (iPhone/iPad), Nintendo Switch"
